rank,name,forbes_id,net_worth,age,age_range,country,source,industry,Age,Source of Wealth,Self-Made Score,Philanthropy Score,Residence,Citizenship,Marital Status,Children,Education,Bachelor,Master,Doctorate,Drop Out,Self Made
2259,Huang Guanlin,huang-guanlin,1.2,58.0,6,China,"Textiles, apparel",Fashion & Retail,58.0,"Textiles, apparel, Self Made",,,"Ningbo, China",China,,,"Bachelor of Engineering, Zhejiang University of Technology",1.0,0.0,0.0,0.0,1
2259,Sam Hupert,sam-hupert,1.2,68.0,7,Australia,Technology,Technology,68.0,"Technology, Self Made",,,"Melbourne, Australia",Australia,Married,3.0,"Medical Doctor, Monash University",0.0,0.0,0.0,0.0,1
2259,Mohammed Ibrahim,mohammed-ibrahim,1.2,76.0,8,United Kingdom,Communications,Telecom,77.0,"Communications, Self Made",,,"London, United Kingdom",United Kingdom,Married,2.0,"Bachelor of Arts/Science, University of Alexandria; Ph.D, University of Birmingham; Master, University of Bradford",1.0,1.0,0.0,0.0,1
2259,Shirley Kao,shirley-kao,1.2,66.0,7,Taiwan,Food & beverage retailing,Food & Beverage,66.0,Food & beverage retailing,,,"Tainan, Taiwan",Taiwan,Married,3.0,"Bachelor of Arts/Science, Marymount California University",1.0,0.0,0.0,0.0,0
2259,David Kaplan,david-kaplan,1.2,55.0,6,United States,Finance,Finance & Investments,55.0,"Finance, Self Made",,,"Los Angeles, California",United States,Married,,"Bachelor of Business Administration, University of Michigan",1.0,0.0,0.0,0.0,1
2259,Kim Kardashian,kim-kardashian,1.2,42.0,5,United States,"Shapewear, cosmetics, reality TV",Fashion & Retail,42.0,"Shapewear, skincare, Self Made",7.0,,"Hidden Hills, California",United States,Divorced,4.0,error,0.0,0.0,0.0,0.0,1
2259,Ke Guihua,ke-guihua,1.2,57.0,6,China,Auto parts,Manufacturing,57.0,"Auto parts, Self Made",,,"Shanghai, China",China,,,,,,,,1
2259,Ke Yunfeng & family,ke-yunfeng,1.2,56.0,6,China,Retailing,Healthcare,56.0,"Retailing, Self Made",,,"Guangzhou, China",China,,,,,,,,1
2259,Alexander Klyachin,alexander-klyachin,1.2,55.0,6,Russia,Real estate,Real Estate,56.0,"Real estate, Self Made",,,"Moscow, Russia",Russia,Married,2.0,"Master of Science, Moscow State University",0.0,1.0,0.0,0.0,1
2259,Christine Knauf,christine-knauf,1.2,,0,Germany,Building materials,Manufacturing,,Building materials,,,"Berlin, Germany",Germany,,,,,,,,0
2259,Karl Knauf,karl-knauf,1.2,,0,Germany,Building materials,Manufacturing,,Building materials,,,"Iphofen, Germany",Germany,,,,,,,,0
2259,Suresh Krishna,suresh-krishna,1.2,86.0,9,India,Auto parts,Automotive,86.0,Auto parts,,,"Chennai, India",India,Married,3.0,"Bachelor of Arts/Science, Madras Christian College; Master of Arts, University of Munich; Master of Arts, University of Wisconsin, Madison",1.0,1.0,0.0,0.0,0
2259,Guy Laliberté,guy-laliberte,1.2,63.0,7,Canada,Cirque du Soleil,Media & Entertainment,63.0,"Cirque du Soleil, Self Made",,,"Montreal, Canada",Canada,In Relationship,5.0,,,,,,1
2259,Lee Su-jin,lee-su-jin,1.2,45.0,5,South Korea,Hospitality,Technology,45.0,"Hospitality, Self Made",,,South Korea,South Korea,Married,,,,,,,1
2259,Li Guoqing,li-guoqing,1.2,53.0,6,China,Petro Fibre,Manufacturing,53.0,"Petro Fibre, Self Made",,,"Hangzhou, China",China,,,,,,,,1
2259,Li Li,li-li-2,1.2,59.0,6,China,Pharmaceuticals,Healthcare,59.0,"Pharmaceuticals, Self Made",,,"Shenzhen, China",China,Married,,"Bachelor of Arts/Science, Sichuan University",1.0,0.0,0.0,0.0,1
2259,Li Ruiqiang,li-ruiqiang,1.2,43.0,5,China,Medical services,Healthcare,43.0,"Medical services, Self Made",,,"Beijing, China",China,,,"Ph.D, University of Copenhagen",0.0,0.0,0.0,0.0,1
2259,Zhen Li & family,zhen-li,1.2,59.0,6,China,Lithium batteries,Manufacturing,59.0,"Lithium batteries, Self Made",,,"Hefei, China",China,,,,,,,,1
2259,Guangwei Liang,guangwei-liang,1.2,59.0,6,China,Conglomerate,Manufacturing,59.0,"Conglomerate, Self Made",,,"Shenzhen, China",China,,,,,,,,1
2259,Liu Ming Hui,liu-ming-hui,1.2,60.0,6,China,Natural gas distribution,Energy,60.0,"Natural gas distribution, Self Made",,,"Hong Kong, Hong Kong",China,,,"Bachelor of Science, Hebei Normal University; Doctorate, Renmin University of China; Master of Arts, Renmin University of China",1.0,1.0,1.0,0.0,1
2259,Frederic Luddy,frederic-luddy,1.2,68.0,7,United States,Software,Technology,68.0,"Software, Self Made",,,"San Diego, California",United States,Single,1.0,"Drop Out, Indiana University",0.0,0.0,0.0,1.0,1
2259,"Cargill MacMillan, III.",cargill-macmillan-iii,1.2,63.0,7,United States,Cargill,Food & Beverage,63.0,Cargill,,,"Boulder, Colorado",United States,,2.0,,,,,,0
2259,John MacMillan,john-macmillan-1,1.2,73.0,8,United States,Cargill,Food & Beverage,73.0,Cargill,1.0,,"Plymouth, Minnesota",United States,,4.0,,,,,,0
2259,Martha MacMillan,martha-macmillan,1.2,71.0,8,United States,Cargill,Food & Beverage,71.0,Cargill,1.0,,"Orono, Minnesota",United States,Divorced,5.0,,,,,,0
2259,William MacMillan,william-macmillan,1.2,68.0,7,United States,Cargill,Food & Beverage,69.0,Cargill,1.0,,"Englewood, Colorado",United States,,,,,,,,0
2259,Keshub Mahindra,keshub-mahindra,1.2,99.0,10,India,Diversified,Diversified,,Diversified,,,,India,,3.0,"Bachelor of Arts/Science, University of Pennsylvania",1.0,0.0,0.0,0.0,0
2259,Mao Zhongwu,mao-zhongwu,1.2,60.0,6,China,Manufacturing,Manufacturing,61.0,"Manufacturing, Self Made",,,"Changsha, China",China,Married,,"Bachelor of Arts/Science, National University of Singapore",1.0,0.0,0.0,0.0,1
2259,Jorge Mas,jorge-mas,1.2,60.0,6,United States,Construction,Construction & Engineering,60.0,Construction,,,"Miami, Florida",United States,Married,3.0,"Master of Business Administration, University of Miami",0.0,1.0,0.0,0.0,0
2259,Lorinc Meszaros,lorinc-meszaros,1.2,57.0,6,Hungary,Diversified,Diversified,57.0,"Diversified, Self Made",,,"Felcsút, Hungary",Hungary,Married,3.0,,,,,,1
2259,Jeffrey Michael & family,jeffrey-michael,1.2,66.0,7,United States,Data management,Technology,67.0,"Data management, Self Made",,,"Minnetonka, Minnesota",United States,Married,4.0,,,,,,1
2259,Alan Miller & family,alan-miller-1,1.2,85.0,9,United States,Healthcare services,Healthcare,86.0,"Healthcare services, Self Made",,,"Lower Merion, Pennsylvania",United States,Married,3.0,"Bachelor of Arts/Economics, College of William & Mary; Master of Business Administration, The Wharton School of the University of Pennsylvania",1.0,1.0,0.0,0.0,1
2259,Ulrich Mommert & family,ulrich-mommert,1.2,82.0,9,Austria,Lighting,Automotive,82.0,"Lighting, Self Made",,,,Austria,,,,,,,,1
2259,Neide Helena de Moraes,neide-helena-de-moraes,1.2,68.0,7,Brazil,Diversified,Diversified,68.0,Diversified,,,"Sao Paulo, Brazil",Brazil,Married,2.0,"Bachelor of Arts/Science, Universidade Presbiteriana Mackenzie",1.0,0.0,0.0,0.0,0
2259,Scott Nuttall,scott-nuttall,1.2,50.0,5,United States,Private equity,Finance & Investments,50.0,"Private equity, Self Made",,,"New York, New York",United States,,,"Bachelor of Science, The Wharton School of the University of Pennsylvania",1.0,0.0,0.0,0.0,1
2259,Kailashchandra Nuwal,kailashchandra-nuwal,1.2,65.0,7,India,Industrial explosives,Manufacturing,66.0,Industrial explosives,,,,India,Married,2.0,,,,,,0
2259,Axel Oberwelland & family,axel-oberwelland,1.2,56.0,6,Germany,Candy,Food & Beverage,56.0,Candy,,,"Berlin, Germany",Germany,Married,,,,,,,0
2259,Jonathan Oringer,jonathan-oringer,1.2,48.0,5,United States,Stock photos,Technology,49.0,"Stock photos, Self Made",,,"Miami Beach, Florida",United States,Single,,"Master of Science, Columbia University; Bachelor of Arts/Science, SUNY Stony Brook",1.0,1.0,0.0,0.0,1
2259,Vitaly Orlov,vitaly-orlov,1.2,58.0,6,Russia,Fisheries,Food & Beverage,58.0,"Fisheries, Self Made",,,"Murmansk, Russia",Russia,Married,4.0,"Master of Science in Engineering, Murmansk Higher Marine Engineering School",0.0,1.0,0.0,0.0,1
2259,Jose Isaac Peres & family,jose-isaac-peres,1.2,82.0,9,Brazil,Shopping malls,Real Estate,83.0,"Shopping malls, Self Made",,,"Rio de Janeiro, Brazil",Brazil,Married,5.0,"Bachelor of Arts/Science, Universidade do Brasil",1.0,0.0,0.0,0.0,1
2259,Markus Persson,markus-persson,1.2,43.0,5,Sweden,Computer games,Media & Entertainment,44.0,"Computer games, Self Made",,,"Stockholm, Sweden",Sweden,Single,,,,,,,1
2259,Mark Pincus,mark-pincus,1.2,57.0,6,United States,Online games,Technology,57.0,"Online games, Self Made",,,"San Francisco, California",United States,Divorced,3.0,"Master of Business Administration, Harvard University; Bachelor of Arts/Science, University of Pennsylvania",1.0,1.0,0.0,0.0,1
2259,Murdaya Poo,murdaya-poo,1.2,82.0,9,Indonesia,Diversified,Diversified,82.0,Diversified,,,"Jakarta, Indonesia",Indonesia,Married,4.0,,,,,,0
2259,Forrest Preston,forrest-preston,1.2,90.0,9,United States,Health care,Healthcare,90.0,"Health care, Self Made",8.0,,"Cleveland, Tennessee",United States,Widowed,,Oregon State University; Walla Walla College,0.0,0.0,0.0,0.0,1
2259,Qian Ying,qian-ying,1.2,57.0,6,China,Pig breeding,Food & Beverage,57.0,"Pig breeding, Self Made",,,"Nanyang, China",China,Married,,,,,,,1
2259,Jimmy Rane,jimmy-rane,1.2,76.0,8,United States,Lumber,Manufacturing,76.0,"Lumber, Self Made",,,"Abbeville, Alabama",United States,Married,3.0,"Bachelor of Arts/Science, Auburn University",1.0,0.0,0.0,0.0,1
2259,Andrei Rappoport,andrei-rappoport,1.2,59.0,6,Russia,Investments,Finance & Investments,60.0,"Investments, Self Made",,,"Lugano, Switzerland",Russia,Married,2.0,"Bachelor of Arts/Science, Donetsk National University",1.0,0.0,0.0,0.0,1
2259,Hugo Ribeiro & family,hugo-ribeiro,1.2,,0,Brazil,Agribusiness,Food & Beverage,,Agribusiness,,,"Rondonopolis, Brazil",Brazil,Married,2.0,,,,,,0
2259,Bennett Rosenthal,bennett-rosenthal,1.2,59.0,6,United States,Finance,Finance & Investments,59.0,"Finance, Self Made",,,"Los Angeles, California",United States,Married,,"Bachelor of Science, University of Pennsylvania; Master of Business Administration, University of Pennsylvania, Wharton School of Business",1.0,1.0,0.0,0.0,1
2259,Atul Ruia,atul-ruia,1.2,52.0,6,India,Real estate,Real Estate,52.0,Real estate,,,"Mumbai, India",India,Married,2.0,"Bachelor of Arts/Science, University of Pennsylvania, The Wharton School",1.0,0.0,0.0,0.0,0
2259,Thomas Sandell,thomas-sandell,1.2,62.0,7,Sweden,Hedge funds,Finance & Investments,62.0,"Hedge funds, Self Made",,,"London, United Kingdom",Sweden,Married,1.0,"Master of Business Administration, Columbia Business School; Bachelor of Arts/Science, Uppsala University",1.0,1.0,0.0,0.0,1
2259,Francesco Saputo,francesco-saputo,1.2,,0,Canada,Cheese,Food & Beverage,,Cheese,,,"Montreal, Canada",Canada,,,,,,,,0
2259,Dhruv Sawhney,dhruv-sawhney,1.2,78.0,8,India,"Engineering, sugar",Construction & Engineering,79.0,"Engineering, sugar",,,"Dubai, United Arab Emirates",India,Married,2.0,"Master of Arts/Science, The University of Cambridge; Master of Business Administration, The Wharton School of the University of Pennsylvania",0.0,1.0,0.0,0.0,0
2259,Gerald Schwartz,gerald-schwartz,1.2,81.0,9,Canada,Finance,Finance & Investments,81.0,"Finance, Self Made",,,"Toronto, Canada",Canada,Married,4.0,"Master of Business Administration, Harvard University",0.0,1.0,0.0,0.0,1
2259,Antonio Luiz Seabra,antonio-luiz-seabra,1.2,80.0,8,Brazil,Cosmetics,Fashion & Retail,80.0,"Cosmetics, Self Made",,,"London, United Kingdom",Brazil,Married,4.0,,,,,,1
2259,Eric Ya Shen,eric-ya-shen,1.2,52.0,6,China,Online apparel retail,Technology,52.0,"Online apparel retail, Self Made",,,"Guangzhou, China",China,,,,,,,,1
2259,Sytse 'Sid' Sijbrandij,sytse-sid-sijbrandij,1.2,43.0,5,Netherlands,Software,Technology,44.0,"Software, Self Made",,,"San Francisco, California",Netherlands,Married,,"Master of Science, University of Twente",0.0,1.0,0.0,0.0,1
2259,Alexander Sixt,alexander-sixt,1.2,43.0,5,Germany,Car rentals,Automotive,43.0,Car rentals,,,"Munich, Germany",Germany,Married,,,,,,,0
2259,Konstantin Sixt,konstantin-sixt,1.2,40.0,4,Germany,Car rentals,Automotive,40.0,Car rentals,,,"Munich, Germany",Germany,Married,,,,,,,0
2259,Edwin Soeryadjaya,edwin-soeryadjaya-1,1.2,73.0,8,Indonesia,"Coal, investments",Energy,74.0,"Coal, investments",,,"Jakarta, Indonesia",Indonesia,Married,3.0,"Bachelor of Arts/Science, University of Southern California",1.0,0.0,0.0,0.0,0
2259,Abhay Soi,abhay-soi,1.2,49.0,5,India,Healthcare,Healthcare,50.0,"Healthcare, Self Made",,,"Mumbai, India",India,Married,2.0,"Master of Business Administration, European University; Bachelor of Arts/Economics, St Stephen's College (India)",1.0,1.0,0.0,0.0,1
2259,Mike Speiser,mike-speiser,1.2,52.0,6,United States,Software,Technology,52.0,"Software, Self Made",,,,,,,,,,,,1
2259,Marco Squinzi,marco-squinzi,1.2,51.0,6,Italy,Chemical products,Construction & Engineering,51.0,Chemical products,,,"Milan, Italy",Italy,,,,,,,,0
2259,Veronica Squinzi,veronica-squinzi,1.2,51.0,6,Italy,Chemical products,Construction & Engineering,51.0,Chemical products,,,"Milan, Italy",Italy,,,"Master of Business Administration, SDA Bocconi School of Management; Bachelor of Arts/Science, University of Milan",1.0,1.0,0.0,0.0,0
2259,Michael Steinhardt,michael-steinhardt,1.2,82.0,9,United States,Hedge funds,Finance & Investments,82.0,"Hedge funds, Self Made",,,"Mount Kisco, New York",United States,Married,,University of Pennsylvania,0.0,0.0,0.0,0.0,1
2259,Ion Stoica,ion-stoica,1.2,58.0,6,Romania,Data analytics,Technology,58.0,"Data analytics, Self Made",,,"Berkeley, California",Romania,,,"Ph.D, Carnegie Mellon University",0.0,0.0,0.0,0.0,1
2259,Eddy Sugianto,eddy-sugianto,1.2,77.0,8,Indonesia,Coal,Metals & Mining,77.0,"Coal, Self Made",,,"Jakarta, Indonesia",Indonesia,,,,,,,,1
2259,Luc Tack,luc-tack,1.2,61.0,7,Belgium,"Textile, chemicals",Manufacturing,61.0,"Textile, chemicals, Self Made",,,"Deinze, Belgium",Belgium,Married,,,,,,,1
2259,Tony Tan Caktiong,tony-tan-caktiong,1.2,70.0,7,Philippines,Food,Food & Beverage,70.0,"Food, Self Made",,,"Manila, Philippines",Philippines,Married,3.0,,,,,,1
2259,Xiuguo Tang,xiuguo-tang,1.2,59.0,6,China,Manufacturing,Manufacturing,60.0,"Manufacturing, Self Made",,,"Changsha, China",China,Married,1.0,"Bachelor of Arts/Science, Central South University",1.0,0.0,0.0,0.0,1
2259,Sam Tarascio,sam-tarascio,1.2,78.0,8,Australia,Real estate,Real Estate,79.0,"Real estate, Self Made",,,"Melbourne, Australia",Australia,Married,3.0,,,,,,1
2259,Lina Tombolato,lina-tombolato,1.2,75.0,8,Italy,Financial services,Finance & Investments,76.0,Financial services,,,"Tombolo, Italy",Italy,Widowed,2.0,error,0.0,0.0,0.0,0.0,0
2259,Ching Bor Tung,ching-bor-tung,1.2,60.0,6,China,Manufacturing,Manufacturing,60.0,"Manufacturing, Self Made",,,"Dongguan, China",China,,,,,,,,1
2259,Joop van den Ende,joop-van-den-ende,1.2,81.0,9,Netherlands,TV shows,Media & Entertainment,81.0,"TV shows, Self Made",,,"Baarn, Netherlands",Netherlands,Married,2.0,,,,,,1
2259,Ruben Vardanyan & family,ruben-vardanyan,1.2,54.0,6,Armenia,Investment banking,Finance & Investments,55.0,"Investment banking, Self Made",,,"Erevan, Armenia",Armenia,Married,4.0,"Master of Science, Moscow State University",0.0,1.0,0.0,0.0,1
2259,Sandro Veronesi & family,sandro-veronesi,1.2,63.0,7,Italy,Fashion,Fashion & Retail,63.0,"Fashion, Self Made",,,"Milan, Italy",Italy,Married,,"Bachelor of Arts/Science, University of Verona",1.0,0.0,0.0,0.0,1
2259,Thongma Vijitpongpun,thongma-vijitpongpun,1.2,65.0,7,Thailand,Real estate,Real Estate,66.0,"Real estate, Self Made",,,"Bangkok, Thailand",Thailand,Married,1.0,,,,,,1
2259,Thomas von Koch,thomas-von-koch,1.2,57.0,6,Sweden,Asset management,Finance & Investments,57.0,"Asset management, Self Made",,,"Hong Kong, Hong Kong",Sweden,Married,,,,,,,1
2259,Wang Fuji,wang-fuji,1.2,,0,China,Pharmaceuticals,Healthcare,,"Pharmaceuticals, Self Made",,,"Zhangzhou, China",China,,,,,,,,1
2259,Wang Shih-Chung,wang-shih-chung,1.2,61.0,7,Taiwan,Pneumatic equipments,Manufacturing,61.0,"Pneumatic equipments, Self Made",,,"Taipei, Taiwan",Taiwan,Married,,,,,,,1
2259,Wang Xiaoshen,wang-xiaoshen,1.2,54.0,6,China,Lithium,Manufacturing,54.0,"Lithium, Self Made",,,"Urumchi, China",China,,,,,,,,1
2259,J. Wayne Weaver,j-wayne-weaver,1.2,87.0,9,United States,Shoes,Diversified,87.0,"Shoes, Self Made",,,"Jacksonville, Florida",United States,Married,2.0,"Bachelor of Science, University of Florida",1.0,0.0,0.0,0.0,1
2259,Drorit Wertheim,drorit-wertheim,1.2,67.0,7,Israel,Coca Cola Israel,Food & Beverage,67.0,Coca Cola Israel,,,"Bnei Atarot, Israel",Israel,Divorced,2.0,,,,,,0
2259,Cameron Winklevoss,cameron-winklevoss,1.2,41.0,5,United States,Cryptocurrency,Finance & Investments,42.0,"Cryptocurrency, Self Made",7.0,1.0,"New York, New York",United States,,,"Bachelor of Arts/Economics, Harvard University",1.0,0.0,0.0,0.0,1
2259,Tyler Winklevoss,tyler-winklevoss,1.2,41.0,5,United States,Cryptocurrency,Finance & Investments,42.0,"Cryptocurrency, Self Made",7.0,1.0,"New York, New York",United States,,,"Bachelor of Arts/Economics, Harvard University",1.0,0.0,0.0,0.0,1
2259,Wu Chung-yi,wu-chung-yi,1.2,67.0,7,Taiwan,Manufacturing,Manufacturing,68.0,Manufacturing,,,"Chang Hwa County, Taiwan",Taiwan,,,"University of California, Los Angeles",0.0,0.0,0.0,0.0,0
2259,Eugene Wu,eugene-wu,1.2,77.0,8,Taiwan,Finance,Finance & Investments,78.0,Finance,,,"Taipei, Taiwan",Taiwan,Married,3.0,Waseda University,0.0,0.0,0.0,0.0,0
2259,Wu Yonghua,wu-yonghua,1.2,52.0,6,China,Apparel,Fashion & Retail,52.0,"Apparel, Self Made",,,"Xiamen, China",China,,,,,,,,1
2259,Xia Xinde,xia-xinde,1.2,58.0,6,China,Batteries,Manufacturing,58.0,"Batteries, Self Made",,,"Guangzhou, China",China,,,,,,,,1
2259,Wenbo Xiang,wenbo-xiang,1.2,60.0,6,China,Manufacturing,Manufacturing,61.0,"Manufacturing, Self Made",,,"Changsha, China",China,Married,1.0,"Master of Science, Dalian University of Technology",0.0,1.0,0.0,0.0,1
2259,Xu Jin,xu-jin,1.2,58.0,6,China,Wine,Food & Beverage,58.0,"Wine, Self Made",,,"Huaibei city, China",China,,,,,,,,1
2259,Xu Shijun & family,xu-shijun,1.2,60.0,6,China,Manufacturing,Manufacturing,60.0,"Manufacturing, Self Made",,,"Nantong, China",China,Married,,,,,,,1
2259,Wanmao Xu,wanmao-xu,1.2,78.0,8,China,Education,Service,78.0,"Education, Self Made",,,"Ningbo, China",China,,,,,,,,1
2259,Xu Yuejuan,xu-yuejuan,1.2,61.0,7,China,Petro Fibre,Manufacturing,61.0,"Petro Fibre, Self Made",,,"Hangzhou, China",China,Married,,,,,,,1
2259,Vadim Yakunin,vadim-yakunin,1.2,60.0,6,Russia,Pharmacy,Healthcare,60.0,"Pharmacy, Self Made",,,"Moscow, Russia",Russia,Married,3.0,"Ph.D, Moscow Institute of Physics and Technology",0.0,0.0,0.0,0.0,1
2259,Yang Yunyun,yang-yunyun,1.2,46.0,5,China,Retail,Fashion & Retail,46.0,"Retail, Self Made",,,"Guangzhou, China",China,Married,,,,,,,1
2259,Matei Zaharia,matei-zaharia,1.2,37.0,4,Romania,Data analytics,Technology,38.0,"Data analytics, Self Made",,,"Berkeley, California",Romania,,,"Ph.D, University of California, Berkeley; Bachelor of Science, University of Waterloo",1.0,0.0,0.0,0.0,1
2259,Zan Shengda,zan-shengda,1.2,60.0,6,China,Diversified,Diversified,60.0,"Diversified, Self Made",,,"Nantong, China",China,Married,,"EMBA, Tsinghua University",0.0,0.0,0.0,0.0,1
2259,Zhang Xuezheng,zhang-xuezheng,1.2,47.0,5,China,Telecom,Technology,48.0,"Telecom, Self Made",,,"Jiaxing, China",China,,,,,,,,1
2259,Zhang Yin,zhang-yin,1.2,66.0,7,China,Paper manufacturing,Manufacturing,66.0,"Paper manufacturing, Self Made",,,"Dongguan, China",China,Married,2.0,,,,,,1
2259,Ning Zhao,ning-zhao,1.2,56.0,6,United States,Pharmaceuticals,Healthcare,,"Pharmaceuticals, Self Made",,,,United States,,,"Doctorate, Columbia University; Bachelor of Science, Peking University",1.0,0.0,1.0,0.0,1
2259,Zhou Wen & family,zhou-wen,1.2,58.0,6,China,Chemicals,Manufacturing,58.0,"Chemicals, Self Made",,,"Shanghai, China",China,Married,,,,,,,1
2259,Zhu Xingliang,zhu-xingliang,1.2,63.0,7,China,Construction,Construction & Engineering,64.0,"Construction, Self Made",,,"Suzhou, China",China,Married,1.0,"Bachelor of Arts/Science, Suzhou University of Science and Technology",1.0,0.0,0.0,0.0,1
2405,Hari Krishan Agarwal,hari-krishan-agarwal,1.1,66.0,7,India,Sports shoes,Fashion & Retail,67.0,"Sports shoes, Self Made",,,"Delhi, India",India,Married,2.0,,,,,,1
